2,4,1,,,,,22,https://bugs.eclipse.org/bugs/show_bug.cgi?id=383832,383832,[Workbench] WorkbenchAdvisor#postStartup behaviour changed
3,2,3,1,,,,22,https://bugs.eclipse.org/bugs/show_bug.cgi?id=412634,412634,[Workbench] Save All triggers multi-builds
3,3,1,,2,,,22,https://bugs.eclipse.org/bugs/show_bug.cgi?id=325965,325965,[Commands] org.eclipse.ui.workbench and org.eclipse.core.expression are preventing the GarbageCollector from removing uninstalled plug-ins
2,4,1,,,,,22,https://bugs.eclipse.org/bugs/show_bug.cgi?id=376862,376862,[patch] Applying PatternFilter on ElementTreeSelectionDialog results in NullPointerException
0,3,3,,2,,,20,https://bugs.eclipse.org/bugs/show_bug.cgi?id=436062,436062,Run As/Debug As switched in context menu
1,4,1,,,,,20,https://bugs.eclipse.org/bugs/show_bug.cgi?id=378566,378566,"TestExpression.toString() displays an extraneous quote ("")"
0,,1,1,4,,,20,https://bugs.eclipse.org/bugs/show_bug.cgi?id=418661,418661,[Metadata] Get rid of compile warnings in platform projects in official build
1,4,0,,1,,,20,https://bugs.eclipse.org/bugs/show_bug.cgi?id=431097,431097,Update PerspectiveSwitcher to use @Inject to register for events
3,3,2,,,,,20,https://bugs.eclipse.org/bugs/show_bug.cgi?id=391430,391430,[Contributions] Dynamically creating / deleting menu items in Menu and MPopupMenu doesn't work
1,4,1,,,,,20,https://bugs.eclipse.org/bugs/show_bug.cgi?id=432463,432463,[Model] add part disposing uievent
3,3,2,,,,,20,https://bugs.eclipse.org/bugs/show_bug.cgi?id=435847,435847,[Perspectives] Reset Java Perspective is not getting the Package Explorer back
3,3,2,,,,,20,https://bugs.eclipse.org/bugs/show_bug.cgi?id=437624,437624,[Trim] Whitespace drops down for empty view toolbar or menu
0,4,2,,,,,20,https://bugs.eclipse.org/bugs/show_bug.cgi?id=433215,433215,[Wizards] newWizardShortcut extension point not contributing to existing perspectives
3,,2,,3,,,20,https://bugs.eclipse.org/bugs/show_bug.cgi?id=416845,416845,[Perspectives] Remove use of SWT.DEFER and Review all other layout handling
3,,2,,3,,,20,https://bugs.eclipse.org/bugs/show_bug.cgi?id=417367,417367,[Perspectives] Detaching *all* stacks in a perspective causes it to be cleaned up
3,3,2,,,,,20,https://bugs.eclipse.org/bugs/show_bug.cgi?id=428297,428297,[Contributions] MenuManager.dispose() not called when exiting workbench
2,3,0,,3,,,20,https://bugs.eclipse.org/bugs/show_bug.cgi?id=365607,365607,IllegalArgumentException in PartRenderingEngine
0,4,0,,2,,,20,https://bugs.eclipse.org/bugs/show_bug.cgi?id=209873,209873,"[Workbench] [Incubator] Support dependency injection for contributed views, editors, etc"
3,3,0,,2,,,20,https://bugs.eclipse.org/bugs/show_bug.cgi?id=320727,320727,[WorkbenchParts] IPartListener2.partVisible is called twice
3,,3,2,,,,20,https://bugs.eclipse.org/bugs/show_bug.cgi?id=345608,345608,[patch][Markers] Horrible performance removing markers from Problems View taking hours to do the job
3,3,2,,,,,20,https://bugs.eclipse.org/bugs/show_bug.cgi?id=366595,366595,[Workbench] [Compatibility] Failures in ServicesTestSuite
0,1,1,,4,,,20,https://bugs.eclipse.org/bugs/show_bug.cgi?id=373011,373011,[Contributions] Action#setText(String) does not update in 4.2
3,3,2,,,,,20,https://bugs.eclipse.org/bugs/show_bug.cgi?id=378408,378408,[WorkbenchParts] Need to re-examine how we manage the various 'firePart...' events as well as how we respond to them
3,2,3,,,,,20,https://bugs.eclipse.org/bugs/show_bug.cgi?id=384351,384351,[Contributions] Compatibility problem: Menu- and toolbar are not empty in Eclipse 4.2 even if configured via WorkbenchWindowAdvisor
3,2,3,,,,,20,https://bugs.eclipse.org/bugs/show_bug.cgi?id=395455,395455,[Contributions] [CPD] Disabled command groups are re-enabled upon restart
0,,2,,4,,,20,https://bugs.eclipse.org/bugs/show_bug.cgi?id=398475,398475,[CSS] CSS3 property 'font-size-adjust' is called 'font-adjust' in SWT CSS renderer
1,3,1,,3,,,20,https://bugs.eclipse.org/bugs/show_bug.cgi?id=402519,402519,[Contributions] Core expressions are not evaluated in compatibility mode
4,,2,,,,,20,https://bugs.eclipse.org/bugs/show_bug.cgi?id=404727,404727,Make 3.x workbench resources available for e4 apps
3,2,2,,2,,,20,https://bugs.eclipse.org/bugs/show_bug.cgi?id=408592,408592,[WorkbenchParts] Plugin's view gets reloaded in spite of being a removed plugin
4,,2,,,,,20,https://bugs.eclipse.org/bugs/show_bug.cgi?id=408740,408740,Define / Refine the way we want activation to work when we switch perspectives.
4,,2,,,,,20,https://bugs.eclipse.org/bugs/show_bug.cgi?id=409678,409678,[Workbench] @ProcessRemovals called before compatibility mode adds menu items
3,3,2,,,,,20,https://bugs.eclipse.org/bugs/show_bug.cgi?id=413952,413952,[RCP] WorkbenchConfigurer.getSaveAndRestore() is not called anywhere
3,3,0,,2,,,20,https://bugs.eclipse.org/bugs/show_bug.cgi?id=418589,418589,[EditorMgmt] closePart activates
2,3,2,,2,,,20,https://bugs.eclipse.org/bugs/show_bug.cgi?id=359778,359778,[ActivityMgmt] [Compatibility] Commands Capabilities / Activities in Eclipse 4
